時間,設備,值
2024-10-26 14:16:44,SA-45/TEMPERATURE,25.64
2024-10-26 14:16:46,SA-45/TEMPERATURE,25.17
2024-10-26 14:16:50,SA-45/TEMPERATURE,26.11
2024-10-26 14:16:53,SA-45/TEMPERATURE,25.64
2024-10-26 14:17:02,SA-45/TEMPERATURE,25.17
2024-10-26 14:17:04,SA-45/TEMPERATURE,25.64
2024-10-26 14:17:12,SA-45/TEMPERATURE,26.11
2024-10-26 14:17:14,SA-45/TEMPERATURE,25.64
2024-10-26 14:17:17,SA-45/TEMPERATURE,26.11
2024-10-26 14:17:18,SA-45/TEMPERATURE,25.64
2024-10-26 14:17:20,SA-45/TEMPERATURE,25.17
2024-10-26 14:17:22,SA-45/TEMPERATURE,26.11
2024-10-26 14:17:25,SA-45/TEMPERATURE,25.17
2024-10-26 14:17:26,SA-45/TEMPERATURE,25.64
2024-10-26 14:17:30,SA-45/TEMPERATURE,25.17
2024-10-26 14:17:32,SA-45/TEMPERATURE,25.64
2024-10-26 14:17:42,SA-45/TEMPERATURE,26.11
2024-10-26 14:17:44,SA-45/TEMPERATURE,25.64
2024-10-26 14:17:46,SA-45/TEMPERATURE,25.17
2024-10-26 14:17:48,SA-45/TEMPERATURE,26.11
2024-10-26 14:17:50,SA-45/TEMPERATURE,25.64
2024-10-26 14:17:52,SA-45/TEMPERATURE,26.11
2024-10-26 14:17:54,SA-45/TEMPERATURE,25.64
2024-10-26 14:17:58,SA-45/TEMPERATURE,25.17
2024-10-26 14:18:00,SA-45/TEMPERATURE,25.64
2024-10-26 14:18:06,SA-45/TEMPERATURE,26.11
2024-10-26 14:18:08,SA-45/TEMPERATURE,25.17
2024-10-26 14:18:10,SA-45/TEMPERATURE,25.64
2024-10-26 14:18:12,SA-45/TEMPERATURE,26.11
2024-10-26 14:18:15,SA-45/TEMPERATURE,25.17
2024-10-26 14:18:16,SA-45/TEMPERATURE,26.11
2024-10-26 14:18:20,SA-45/TEMPERATURE,25.17
2024-10-26 14:18:22,SA-45/TEMPERATURE,26.11
2024-10-26 14:18:24,SA-45/TEMPERATURE,25.64
2024-10-26 14:18:26,SA-45/TEMPERATURE,26.11
2024-10-26 14:18:28,SA-45/TEMPERATURE,25.64
2024-10-26 14:18:30,SA-45/TEMPERATURE,26.11
2024-10-26 14:18:33,SA-45/TEMPERATURE,25.64
2024-10-26 14:18:36,SA-45/TEMPERATURE,25.17
2024-10-26 14:18:38,SA-45/TEMPERATURE,25.64
2024-10-26 14:18:48,SA-45/TEMPERATURE,25.17
2024-10-26 14:18:50,SA-45/TEMPERATURE,25.64
2024-10-26 14:18:52,SA-45/TEMPERATURE,25.17
2024-10-26 14:18:55,SA-45/TEMPERATURE,25.64
2024-10-26 14:18:56,SA-45/TEMPERATURE,26.11
2024-10-26 14:18:58,SA-45/TEMPERATURE,25.17
2024-10-26 14:19:04,SA-45/TEMPERATURE,25.64
2024-10-26 14:19:10,SA-45/TEMPERATURE,25.17
2024-10-26 14:19:12,SA-45/TEMPERATURE,25.64
2024-10-26 14:19:18,SA-45/TEMPERATURE,25.17
2024-10-26 14:19:21,SA-45/TEMPERATURE,25.64
2024-10-26 14:19:24,SA-45/TEMPERATURE,25.17
2024-10-26 14:19:30,SA-45/TEMPERATURE,25.64
2024-10-26 14:19:32,SA-45/TEMPERATURE,25.17
2024-10-26 14:19:44,SA-45/TEMPERATURE,25.64
2024-10-26 14:19:46,SA-45/TEMPERATURE,25.17
2024-10-26 14:19:56,SA-45/TEMPERATURE,25.64
2024-10-26 14:19:58,SA-45/TEMPERATURE,25.17
2024-10-26 14:20:04,SA-45/TEMPERATURE,25.64
2024-10-26 14:20:06,SA-45/TEMPERATURE,25.17
2024-10-26 14:20:14,SA-45/TEMPERATURE,25.64
2024-10-26 14:20:16,SA-45/TEMPERATURE,25.17
2024-10-26 14:20:30,SA-45/TEMPERATURE,24.7
2024-10-26 14:20:32,SA-45/TEMPERATURE,25.17
2024-10-26 14:20:40,SA-45/TEMPERATURE,25.64
2024-10-26 14:20:42,SA-45/TEMPERATURE,25.17
2024-10-26 14:20:44,SA-45/TEMPERATURE,25.64
2024-10-26 14:20:46,SA-45/TEMPERATURE,25.17
2024-10-26 14:20:50,SA-45/TEMPERATURE,25.64
2024-10-26 14:20:52,SA-45/TEMPERATURE,25.17
2024-10-26 14:20:56,SA-45/TEMPERATURE,25.64
2024-10-26 14:21:00,SA-45/TEMPERATURE,25.17
2024-10-26 14:22:32,SA-45/TEMPERATURE,25.64
2024-10-26 14:22:34,SA-45/TEMPERATURE,25.17
2024-10-26 14:22:58,SA-45/TEMPERATURE,25.64
2024-10-26 14:23:00,SA-45/TEMPERATURE,25.17
2024-10-26 14:23:06,SA-45/TEMPERATURE,25.64
2024-10-26 14:23:08,SA-45/TEMPERATURE,25.17
2024-10-26 14:23:10,SA-45/TEMPERATURE,25.64
2024-10-26 14:23:12,SA-45/TEMPERATURE,25.17
2024-10-26 14:23:16,SA-45/TEMPERATURE,25.64
2024-10-26 14:23:20,SA-45/TEMPERATURE,25.17
2024-10-26 14:23:20,SA-45/TEMPERATURE,25.64
2024-10-26 14:23:22,SA-45/TEMPERATURE,25.17
2024-10-26 14:23:26,SA-45/TEMPERATURE,25.64
2024-10-26 14:23:29,SA-45/TEMPERATURE,25.17
2024-10-26 14:23:32,SA-45/TEMPERATURE,25.64
2024-10-26 14:23:34,SA-45/TEMPERATURE,25.17
2024-10-26 14:24:10,SA-45/TEMPERATURE,25.64
2024-10-26 14:24:14,SA-45/TEMPERATURE,25.17
2024-10-26 14:24:18,SA-45/TEMPERATURE,25.64
2024-10-26 14:24:22,SA-45/TEMPERATURE,25.17
2024-10-26 14:24:35,SA-45/TEMPERATURE,25.64
2024-10-26 14:24:36,SA-45/TEMPERATURE,25.17
2024-10-26 14:24:40,SA-45/TEMPERATURE,25.64
2024-10-26 14:24:42,SA-45/TEMPERATURE,25.17
2024-10-26 14:24:54,SA-45/TEMPERATURE,25.64
2024-10-26 14:24:56,SA-45/TEMPERATURE,25.17
2024-10-26 14:24:58,SA-45/TEMPERATURE,25.64
2024-10-26 14:25:00,SA-45/TEMPERATURE,25.17
2024-10-26 14:25:20,SA-45/TEMPERATURE,25.64
2024-10-26 14:25:22,SA-45/TEMPERATURE,25.17
2024-10-26 14:25:28,SA-45/TEMPERATURE,25.64
2024-10-26 14:25:30,SA-45/TEMPERATURE,25.17
2024-10-26 14:25:32,SA-45/TEMPERATURE,25.64
2024-10-26 14:25:34,SA-45/TEMPERATURE,25.17
2024-10-26 14:25:38,SA-45/TEMPERATURE,25.64
2024-10-26 14:25:42,SA-45/TEMPERATURE,25.17
2024-10-26 14:25:46,SA-45/TEMPERATURE,25.64
2024-10-26 14:25:48,SA-45/TEMPERATURE,25.17
2024-10-26 14:25:52,SA-45/TEMPERATURE,25.64
2024-10-26 14:25:54,SA-45/TEMPERATURE,25.17
2024-10-26 14:26:02,SA-45/TEMPERATURE,25.64
2024-10-26 14:26:04,SA-45/TEMPERATURE,25.17
2024-10-26 14:26:06,SA-45/TEMPERATURE,25.64
2024-10-26 14:26:08,SA-45/TEMPERATURE,25.17
2024-10-26 14:26:16,SA-45/TEMPERATURE,25.64
2024-10-26 14:26:18,SA-45/TEMPERATURE,25.17
2024-10-26 14:26:24,SA-45/TEMPERATURE,25.64
2024-10-26 14:26:26,SA-45/TEMPERATURE,25.17
2024-10-26 14:26:30,SA-45/TEMPERATURE,25.64
2024-10-26 14:26:32,SA-45/TEMPERATURE,25.17
2024-10-26 14:27:04,SA-45/TEMPERATURE,24.7
2024-10-26 14:27:06,SA-45/TEMPERATURE,25.17
2024-10-26 14:27:50,SA-45/TEMPERATURE,25.64
2024-10-26 14:27:54,SA-45/TEMPERATURE,25.17
2024-10-26 14:29:18,SA-45/TEMPERATURE,25.64
2024-10-26 14:29:20,SA-45/TEMPERATURE,25.17
2024-10-26 14:29:34,SA-45/TEMPERATURE,25.64
2024-10-26 14:29:36,SA-45/TEMPERATURE,25.17
2024-10-26 14:30:02,SA-45/TEMPERATURE,24.7
2024-10-26 14:30:04,SA-45/TEMPERATURE,25.17
2024-10-26 14:30:06,SA-45/TEMPERATURE,24.7
2024-10-26 14:30:08,SA-45/TEMPERATURE,25.17
2024-10-26 14:31:08,SA-45/TEMPERATURE,24.7
2024-10-26 14:31:10,SA-45/TEMPERATURE,25.17
2024-10-26 14:32:00,SA-45/TEMPERATURE,25.64
2024-10-26 14:32:02,SA-45/TEMPERATURE,25.17
2024-10-26 14:32:12,SA-45/TEMPERATURE,25.64
2024-10-26 14:32:14,SA-45/TEMPERATURE,25.17
2024-10-26 14:32:22,SA-45/TEMPERATURE,25.64
2024-10-26 14:32:24,SA-45/TEMPERATURE,25.17
2024-10-26 14:32:34,SA-45/TEMPERATURE,25.64
2024-10-26 14:32:36,SA-45/TEMPERATURE,25.17
2024-10-26 14:32:56,SA-45/TEMPERATURE,25.64
2024-10-26 14:32:58,SA-45/TEMPERATURE,25.17
2024-10-26 14:33:22,SA-45/TEMPERATURE,25.64
2024-10-26 14:33:24,SA-45/TEMPERATURE,25.17
2024-10-26 14:33:26,SA-45/TEMPERATURE,25.64
2024-10-26 14:33:30,SA-45/TEMPERATURE,25.17
2024-10-26 14:33:30,SA-45/TEMPERATURE,25.64
